State Name,Grade Level,Grade Band,Course ,State Identifier,Standard,Category,~CSTA,CSTA Identifier,CSTA Standard,Other Info,Notes
SC,7th,N/A,,7.DL.1.2,"Identify and use appropriate file sharing strategies (e.g., copy and paste, links, email attachments). ",Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,7th,N/A,,7.DL.1.3,"Apply appropriate design principles to presentations (e.g., themes, contrast, animations). ",Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,7th,N/A,,7.DL.2.1,Discuss consequences of improper internet use.  ,Digital Literacy,based,1A-IC-17,Work respectfully and responsibly with others online.,,Standard 2: Understand risks and responsibilities of being a digital citizen. 
SC,7th,N/A,,7.DL.2.2,"Discuss consequences of improper use of social media (e.g., cyberbullying). ",Digital Literacy,based,1A-IC-17,Work respectfully and responsibly with others online.,,Standard 2: Understand risks and responsibilities of being a digital citizen. 
SC,7th,N/A,,7.DL.3.1,Identify appropriate methods for protecting personal digital information. ,Digital Literacy,based,2-IC-23,Describe tradeoffs between allowing information to be public and keeping information private and secure.,,Standard 3: Understand issues associated with appropriate use of personal digital information. 
SC,7th,N/A,,7.DL.4.1,"Demonstrate proper keyboarding technique when keying letters, numbers, and symbols at a rate of 25 words per minute. ",Digital Literacy,different,,,,Standard 4: Demonstrate keyboarding speed and accuracy on a computing device. 
SC,7th,N/A,,7.CS.1.1,"Explore an expanded definition of computing devices (e.g., “Internet of Things,” wearable technology, robotics).  ",Computing Systems,different,,,,Standard 1: Analyze the use of computing to solve relevant problems.     
SC,7th,N/A,,7.CS.1.2,"Analyze relevant problems and how they are solved using computer science and various types of computing devices (e.g., Global Positioning System (GPS) and online maps provide guided step-by-step directions to locations). ",Computing Systems,different,,,,Standard 1: Analyze the use of computing to solve relevant problems.     
SC,7th,N/A,,7.CS.2.1,"Describe processing speed and storage capacity using standard units of measure (e.g., 3 TB hard drive, 256 GB cell phone, 3.8 GHz processor). ",Computing Systems,different,,,,Standard 2: Examine how computing devices function.   
SC,7th,N/A,,7.CS.3.1,"Understand and communicate solutions to various computing problems (e.g., computing device is frozen; webpage does not load; application does not launch; keyboard does not work). ",Computing Systems,based,2-CS-03,Systematically identify and fix problems with computing devices and their components.,,Standard 3: Evaluate various solutions to common hardware and software problems.  
SC,7th,N/A,,7.CS.3.2,Understand how rebooting a computing device can solve problems. ,Computing Systems,based,2-CS-03,Systematically identify and fix problems with computing devices and their components.,,Standard 3: Evaluate various solutions to common hardware and software problems.  
SC,7th,N/A,,7.NI.1.1,"Identify and compare types of networks (i.e., Local Area Networks (LANs) and Wide Area Networks (WANs)). ",Networks & the Internet,based,2-NI-05,Explain how physical and digital security measures protect electronic information.,,Standard 1: Analyze various network structures and how data is transmitted.      
SC,7th,N/A,,7.NI.1.2,Define and understand how the internet is a network of Wide Area Networks (WANs).  ,Networks & the Internet,based,2-NI-05,Explain how physical and digital security measures protect electronic information.,,Standard 1: Analyze various network structures and how data is transmitted.      
SC,7th,N/A,,7.NI.1.3,"Compare and contrast network topologies (e.g., ring, star, mesh). ",Networks & the Internet,different,,,,Standard 1: Analyze various network structures and how data is transmitted.      
SC,7th,N/A,,7.NI.2.1,Identify software methods for protecting data transmitted across networks (e.g. anti-virus software). ,Networks & the Internet,based,1B-NI-05,Discuss real-world cybersecurity problems and how personal information can be protected.,,"Standard 2: Compare and contrast network topologies (e.g., ring, star, mesh). "
SC,7th,N/A,,7.NI.2.2,"Identify physical methods for securing computing devices (e.g., biometric-thumb reader, computer lock, restricted access rooms, hardware firewall). ",Networks & the Internet,based,3A-NI-06,"Recommend security measures to address various scenarios based on factors such as efficiency, feasibility, and ethical impacts.",,"Standard 2: Compare and contrast network topologies (e.g., ring, star, mesh). "
SC,7th,N/A,,7.DA.1.1,"Describe how a picture, audio, and video are stored digitally (e.g., Red, Green, and Blue (RGB), pixels, .wav). ",Data and Analysis,different,,,,Standard 1: Evaluate the storage and representation of data.      
SC,7th,N/A,,7.DA.2.1,"Identify computing devices that assist with data collection (i.e., thermometers, barcode scanners, biometrics, sensors, radio-frequency identification (RFID), wearable technology). ",Data and Analysis,different,,,,Standard 2: Analyze how data is collected with both computational and non-computational tools and processes.      
SC,7th,N/A,,7.DA.3.1,"Create various graphical representations of large data sets (e.g., frequency plots, bar graphs, presentation software). ",Data and Analysis,based,1A-DA-06,Collect and present the same data in various visual formats. ,,Standard 3: Analyze various ways to visually represent data.    
SC,7th,N/A,,7.DA.3.2,"Represent two sets of numerical data (e.g., histograms, box plots, dot plots). ",Data and Analysis,based,1A-DA-06,Collect and present the same data in various visual formats. ,,Standard 3: Analyze various ways to visually represent data.    
SC,7th,N/A,,7.AP.1.1,Write sequences of instructions for others to perform tasks. ,Algorithms and Programming,based,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,,"Standard 1: Design, evaluate, and modify simple algorithms (e.g., steps to make a sandwich; steps to a popular dance; steps for sending an email). "
SC,7th,N/A,,7.AP.1.2,"Suggest changes to the sequence of instructions that can lead to the same result (e.g., explore different ways to tying shoes). ",Algorithms and Programming,based,1B-AP-08,Compare and refine multiple algorithms for the same task and determine which is the most appropriate.,,"Standard 1: Design, evaluate, and modify simple algorithms (e.g., steps to make a sandwich; steps to a popular dance; steps for sending an email). "
SC,7th,N/A,,7.AP.1.3,Write clear instructions using pseudocode. ,Algorithms and Programming,based,1B-AP-13,Use an iterative process to plan the development of a program by including others' perspectives and considering user preferences.,,"Standard 1: Design, evaluate, and modify simple algorithms (e.g., steps to make a sandwich; steps to a popular dance; steps for sending an email). "
SC,7th,N/A,,7.AP.1.3,Write clear instructions using pseudocode. ,Algorithms and Programming,based,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,,"Standard 1: Design, evaluate, and modify simple algorithms (e.g., steps to make a sandwich; steps to a popular dance; steps for sending an email). "
SC,7th,N/A,,7.AP.2.1,Write code using control structures to skip or repeat instructions. ,Algorithms and Programming,based,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",,"Standard 2: Use and compare simple coding control structures (e.g., if-then, loops). "
SC,7th,N/A,,7.AP.3.1,Decompose a problem into smaller parts. ,Algorithms and Programming,similar,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",,"Standard 3: Decompose problems into subproblems and write code to solve the subproblems (i.e., break down a problem into smaller parts). "
SC,7th,N/A,,7.AP.3.2,"Identify the parts of a program (e.g., components of creating a video game include keeping score, determining winners/losers, moving characters, designing game art, and advancing level). ",Algorithms and Programming,based,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",,"Standard 3: Decompose problems into subproblems and write code to solve the subproblems (i.e., break down a problem into smaller parts). "
